M,?,0.365,?,?,0.2245,0.101,0.15,15
M,0.35,0.265,?,0.2255,?,0.0485,0.07,7
F,?,0.42,?,0.677,0.2565,?,0.21,9
M,0.44,?,0.125,0.516,0.2155,0.114,0.155,10
I,0.33,0.255,0.08,0.205,0.0895,0.0395,?,7
I,?,?,?,?,0.141,0.0775,0.12,8
F,?,0.415,0.15,0.7775,0.237,0.1415,0.33,20
?,0.545,0.425,0.125,0.768,0.294,0.1495,?,16
M,0.475,0.37,0.125,0.5095,?,0.1125,?,9
F,0.55,0.44,?,?,?,0.151,0.32,19
?,0.525,0.38,0.14,?,0.194,0.1475,?,14
?,0.43,?,0.11,0.406,0.1675,?,0.135,10
M,0.49,0.38,0.135,0.5415,?,0.095,0.19,11
?,0.535,0.405,0.145,?,0.2725,0.171,?,10
F,0.47,?,0.1,0.4755,0.1675,?,0.185,10
M,?,?,?,0.6645,0.258,0.133,0.24,12
I,?,?,0.085,0.2905,0.095,?,0.115,7
F,?,0.34,0.1,0.451,0.188,0.087,?,10
?,0.365,0.295,0.08,?,0.097,0.043,?,7
M,0.45,?,?,0.381,?,0.075,0.115,9
M,0.355,?,0.095,0.2455,?,?,0.075,11
I,0.38,0.275,?,0.2255,0.08,0.049,0.085,10
F,?,?,0.155,0.9395,0.4275,0.214,?,12
F,0.55,?,0.135,0.7635,0.318,0.21,?,9
?,0.615,0.48,?,1.1615,?,0.301,0.305,10
?,0.56,0.44,0.14,0.9285,?,?,?,11
F,0.58,0.45,0.185,0.9955,0.3945,?,0.285,11
M,?,?,?,?,0.356,0.234,0.28,12
M,0.605,?,?,0.9365,0.394,0.219,?,15
?,0.575,0.425,?,0.8635,?,0.227,0.2,11
M,?,0.47,0.165,0.9975,?,0.242,?,10
F,0.68,0.56,0.165,1.639,0.6055,0.2805,0.46,15
?,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,18
F,?,0.55,0.175,1.798,0.815,0.3925,0.455,19
F,?,0.55,0.2,?,0.633,0.4115,0.49,13
M,0.465,0.355,?,0.4795,?,0.124,0.125,8
F,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,16
?,0.45,?,0.105,0.5225,0.237,?,?,8
F,0.575,?,?,0.883,0.381,0.2035,0.26,11
M,0.355,0.29,0.09,0.3275,0.134,?,0.09,9
F,0.45,0.335,?,0.425,?,?,?,9
?,0.55,?,0.135,0.8515,?,?,0.27,14
I,?,0.175,0.045,?,0.0315,0.0235,?,5
?,0.205,0.15,0.055,0.042,0.0255,0.015,0.012,5
I,0.21,0.15,0.05,0.042,?,0.0125,0.015,4
?,0.39,?,?,0.203,0.0875,?,0.075,7
M,0.47,?,0.12,0.5795,0.293,?,0.14,9
F,?,0.375,?,0.4605,0.1775,?,0.15,7
I,0.325,?,?,0.161,?,0.0255,?,6
F,0.525,0.425,0.16,?,0.3545,0.2135,0.245,9
I,?,?,0.12,0.595,0.2385,0.111,0.19,8
M,0.4,0.32,0.095,?,?,0.06,0.1,7
M,0.485,0.36,?,?,?,0.096,0.16,10
?,0.47,?,0.12,?,?,0.1055,?,10
M,0.405,?,0.1,?,0.173,0.0915,0.11,7
F,0.5,?,0.14,0.6615,0.2565,0.1755,0.22,8
M,0.445,0.35,0.12,0.4425,?,0.0955,0.135,8
M,?,0.385,0.135,0.5895,?,0.12,0.17,8
I,?,0.19,?,0.086,?,0.014,0.025,4
F,?,0.4,0.125,0.583,0.246,0.13,?,7
M,0.45,0.345,0.105,0.4115,0.18,0.1125,?,7
M,0.505,?,0.11,0.625,?,0.16,0.175,9
F,?,0.41,?,0.6965,0.302,0.1935,0.2,10
M,?,0.325,?,?,0.1705,0.08,0.1,7
M,0.52,0.4,0.12,?,0.234,0.1315,0.185,8
M,0.475,?,0.12,0.48,0.234,0.1015,0.135,8
F,?,0.44,0.16,0.915,0.354,0.1935,?,12
?,0.595,0.495,0.185,1.285,0.416,0.224,0.485,13
?,?,0.39,0.12,0.5305,0.2135,0.1155,0.17,10
I,0.31,?,?,?,?,0.0405,0.045,6
M,?,0.425,?,0.7665,0.264,0.168,?,13
F,?,0.32,0.11,0.353,?,0.0985,?,8
?,0.595,0.475,0.17,1.247,?,0.225,0.425,20
M,0.57,?,?,1.185,0.474,?,0.38,11
F,0.605,0.45,?,?,?,0.2895,0.315,13
F,0.6,0.475,0.15,?,0.4425,?,0.28,15
?,0.595,0.475,0.14,0.944,?,?,0.315,9
F,0.6,0.47,0.15,0.922,0.363,?,0.305,10
?,0.555,0.425,?,0.788,0.282,0.1595,0.285,11
F,?,?,0.17,?,0.4695,0.2355,0.345,14
F,0.575,0.445,0.14,0.941,?,0.252,?,9
M,0.62,0.51,?,1.615,?,0.192,0.675,12
F,0.52,0.425,0.165,0.9885,0.396,0.225,?,16
?,0.595,0.475,0.16,1.3175,0.408,?,0.58,21
M,?,0.45,?,1.013,0.38,?,?,14
F,0.57,0.465,0.18,1.295,0.339,0.2225,0.44,12
?,0.625,0.465,0.14,1.195,0.4825,0.205,0.4,13
M,0.56,0.44,0.16,0.8645,0.3305,0.2075,?,10
F,0.46,?,0.13,0.517,?,0.114,0.165,9
F,0.575,0.45,0.16,?,0.3135,?,0.33,12
M,?,0.425,0.135,0.8115,?,0.1675,?,15
?,0.555,0.44,0.15,0.755,0.307,0.1525,0.26,12
M,0.595,0.465,0.175,?,0.4015,0.254,0.39,13
F,0.625,?,0.165,?,0.507,0.318,?,10
?,0.695,0.56,?,1.494,0.588,?,?,15
M,?,0.535,0.195,?,0.5755,0.388,0.48,14
M,?,?,0.15,?,0.269,?,0.25,9
?,0.47,0.375,?,0.523,?,0.132,0.145,8
M,0.47,0.37,?,0.5225,?,0.133,0.165,7
?,?,?,0.125,0.5785,0.2775,?,?,10
I,0.36,?,0.095,?,0.105,?,?,7
M,0.55,0.435,0.145,?,0.328,?,0.255,15
M,0.53,0.435,0.16,0.883,0.316,0.164,0.335,15
M,?,0.415,0.14,0.724,0.3105,?,0.205,10
M,0.605,?,0.16,?,?,0.2405,0.345,12
F,0.52,0.41,0.155,?,0.291,0.1835,0.235,12
F,?,?,0.165,0.802,0.2935,0.183,0.28,11
F,0.5,?,?,0.6675,0.261,0.1315,?,10
?,0.51,0.39,0.135,?,?,0.179,0.2,9
?,0.435,0.395,0.105,0.3635,0.136,0.098,0.13,9
M,0.495,0.395,?,?,0.2375,0.1345,?,9
M,0.465,?,0.105,0.431,0.172,?,0.175,9
I,0.435,0.32,?,0.3325,0.1485,0.0635,?,9
?,0.425,?,0.105,0.393,?,?,0.165,9
?,0.545,0.41,?,0.6935,0.2975,0.146,0.21,11
F,?,?,0.115,?,0.233,?,0.18,11
?,0.49,0.375,0.135,?,0.2555,?,0.22,11
M,0.44,?,0.105,0.402,0.1305,0.0955,0.165,10
F,?,0.43,0.15,0.8825,0.3465,?,?,9
M,?,?,0.085,?,0.1145,?,0.085,8
F,?,0.365,?,0.4205,?,0.1035,0.14,9
I,0.385,0.295,0.085,0.2535,?,0.0575,?,7
F,0.515,?,0.14,?,0.304,0.1725,0.255,14
M,?,0.265,?,0.214,0.09,?,0.07,6
I,?,0.28,0.08,0.1755,0.081,0.0505,0.07,6
I,0.27,0.195,0.06,0.073,?,?,0.03,5
I,0.375,0.275,0.09,0.238,?,0.0545,0.07,6
I,?,0.29,0.085,0.2505,0.112,0.061,0.08,8
M,0.7,?,0.16,?,0.63,0.2635,0.54,19
?,?,0.54,0.165,?,0.7665,0.261,0.78,18
?,0.595,?,0.165,1.262,0.4835,0.283,0.41,17
F,?,0.35,?,?,?,0.063,?,9
?,0.325,0.26,?,?,0.085,?,0.062,7
?,0.35,0.26,0.095,?,?,0.056,0.068,7
I,0.265,?,0.065,0.0975,0.04,0.0205,?,7
F,?,0.33,0.115,0.406,0.1635,0.081,0.1355,8
?,0.305,0.23,?,0.156,0.0675,0.0345,?,7
?,0.345,0.255,0.09,0.2005,0.094,0.0295,?,9
F,0.405,0.325,0.11,0.3555,0.151,?,0.117,9
?,0.375,?,?,?,0.096,0.0575,0.0925,9
?,0.565,0.445,?,0.826,0.341,?,0.2475,10
F,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,10
M,0.65,0.52,?,?,0.519,0.306,?,16
?,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,11
M,?,0.375,0.13,?,?,0.1165,?,10
F,?,0.38,?,0.549,0.245,0.1075,0.174,10
M,0.46,0.35,?,0.515,0.224,0.108,0.1565,10
I,0.28,?,0.08,0.127,0.052,?,0.042,9
?,0.175,?,0.055,0.0315,0.0105,?,0.0125,5
I,0.17,0.13,0.095,0.03,0.013,0.008,0.01,4
M,0.59,?,?,1.053,0.4415,?,?,15
F,?,0.5,0.185,1.1185,0.469,?,0.335,9
?,?,0.515,?,1.3715,0.5065,?,0.45,10
?,0.605,0.485,?,1.0565,0.37,0.2355,?,10
?,0.565,?,0.135,0.9885,?,?,0.31,12
M,?,0.405,0.13,0.722,0.32,0.131,0.21,10
F,?,0.46,0.19,?,0.392,0.2425,0.34,13
?,0.645,?,?,?,0.546,0.2615,0.635,16
?,0.58,0.455,?,?,0.374,0.2135,0.285,13
F,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44,13
M,0.605,0.465,0.165,1.056,?,0.2475,0.34,13
?,?,0.485,0.16,1.222,0.53,0.2575,0.28,13
M,0.61,0.485,0.175,1.2445,?,0.297,0.345,12
F,0.725,0.56,0.21,?,0.65,?,1.005,18
F,0.65,0.545,0.23,1.752,?,?,0.815,16
?,0.725,?,?,2.55,1.0705,0.483,?,14
F,0.725,0.575,?,2.124,0.765,0.4515,0.85,20
F,0.68,0.57,0.205,1.842,?,0.408,0.65,20
M,0.705,0.56,?,1.981,0.8175,?,?,14
F,?,?,?,1.6185,0.5125,0.409,?,12
?,0.695,?,0.215,?,?,0.541,0.59,14
F,0.53,0.395,?,0.775,?,0.169,0.255,7
?,?,0.435,0.155,1.065,?,?,?,8
F,0.52,0.405,0.115,0.776,?,0.1845,0.22,8
?,0.235,0.16,?,0.048,0.0185,0.018,0.015,5
I,0.36,0.26,0.09,0.1785,0.0645,0.037,0.075,7
?,?,0.21,0.06,0.125,0.06,?,?,5
I,?,0.245,?,0.1435,?,0.0475,0.05,8
?,0.225,?,0.045,0.0465,0.025,0.015,0.015,4
?,?,0.475,?,0.97,0.385,0.2165,0.35,11
?,?,0.48,0.18,0.9395,0.399,0.2,0.295,14
M,0.64,0.51,?,1.368,0.515,0.266,0.57,21
?,0.56,?,0.16,?,0.429,0.268,0.3,10
F,0.62,0.475,0.175,1.0165,0.4355,0.214,0.325,10
F,0.645,0.51,0.2,1.5675,0.621,0.367,0.46,12
M,0.62,?,0.19,?,?,0.2965,?,13
F,0.63,?,?,1.0525,0.392,0.336,0.285,12
F,0.63,0.5,?,1.383,?,?,0.38,10
F,0.63,0.48,0.16,1.199,?,?,?,11
F,0.585,?,0.17,0.9325,0.365,0.271,0.29,9
M,0.615,0.48,?,?,0.4845,?,0.325,13
M,?,0.485,0.17,1.0225,0.419,?,0.36,12
M,0.58,0.45,0.15,?,0.276,?,0.36,14
?,0.355,0.275,0.085,?,?,0.06,0.15,8
F,0.51,?,0.14,?,0.459,0.1965,?,10
M,0.5,0.405,0.155,0.772,?,0.1535,0.245,12
F,0.505,0.41,0.15,?,0.285,0.145,0.21,11
?,0.64,0.5,?,?,0.4445,0.2635,0.465,16
M,0.56,0.45,0.16,0.922,0.432,0.178,0.26,15
M,0.585,0.46,0.185,0.922,?,0.213,0.285,10
F,0.45,?,0.12,?,0.1655,0.095,0.135,9
