0.00632,?,?,0,0.5380,?,65.20,?,?,296.0,15.30,?,?,24.00
0.02731,0.00,?,0,?,6.4210,?,?,?,242.0,?,396.90,?,21.60
0.02729,?,?,?,?,?,?,4.9671,2,?,?,392.83,?,34.70
?,0.00,2.180,0,0.4580,?,?,6.0622,3,?,?,?,?,33.40
0.06905,?,?,?,0.4580,?,?,?,?,222.0,?,396.90,5.33,36.20
0.02985,0.00,2.180,0,?,6.4300,?,?,3,222.0,18.70,?,5.21,28.70
?,?,7.870,0,0.5240,?,66.60,5.5605,?,?,?,?,?,22.90
?,?,7.870,0,?,6.1720,96.10,?,?,?,?,?,19.15,27.10
0.21124,?,7.870,0,?,?,?,6.0821,?,311.0,15.20,?,29.93,16.50
0.17004,?,7.870,0,0.5240,6.0040,?,6.5921,?,311.0,?,386.71,17.10,18.90
0.22489,?,?,?,?,6.3770,94.30,6.3467,?,311.0,?,392.52,?,15.00
0.11747,12.50,?,?,?,6.0090,82.90,?,5,?,15.20,396.90,?,18.90
0.09378,?,?,0,0.5240,5.8890,?,5.4509,?,311.0,?,?,15.71,21.70
?,0.00,?,?,0.5380,?,?,4.7075,4,307.0,21.00,396.90,8.26,20.40
?,0.00,8.140,?,?,?,?,?,4,?,?,?,?,18.20
0.62739,?,8.140,?,?,?,?,4.4986,?,?,?,395.62,8.47,19.90
1.05393,0.00,?,?,?,5.9350,29.30,?,4,?,?,?,?,23.10
0.78420,0.00,8.140,?,?,?,?,4.2579,4,?,?,386.75,?,17.50
0.80271,0.00,8.140,?,?,5.4560,36.60,?,?,307.0,?,288.99,?,20.20
0.72580,?,8.140,?,?,5.7270,?,3.7965,?,307.0,21.00,?,?,18.20
?,?,?,0,0.5380,5.5700,?,?,?,?,?,?,?,13.60
?,0.00,8.140,0,?,?,?,4.0123,?,307.0,?,?,13.83,19.60
?,?,?,?,?,?,91.70,?,4,307.0,?,?,18.72,15.20
?,?,8.140,0,?,5.8130,?,4.0952,4,?,?,?,?,14.50
?,0.00,?,?,0.5380,5.9240,94.10,?,4,307.0,?,?,16.30,15.60
?,0.00,?,?,?,5.5990,85.70,?,?,307.0,?,?,?,13.90
?,0.00,8.140,0,?,5.8130,?,?,?,307.0,?,376.88,?,16.60
0.95577,0.00,8.140,?,?,?,?,4.4534,4,?,21.00,?,17.28,14.80
0.77299,0.00,?,?,?,6.4950,?,4.4547,4,307.0,21.00,387.94,12.80,18.40
?,0.00,8.140,?,0.5380,?,?,4.2390,4,307.0,?,?,11.98,21.00
?,0.00,?,?,?,?,?,?,?,?,?,?,?,12.70
1.35472,?,8.140,0,0.5380,?,?,?,?,?,?,376.73,?,14.50
?,?,?,0,?,5.9500,?,3.9900,4,307.0,?,?,27.71,13.20
?,0.00,8.140,?,0.5380,?,?,?,4,?,?,?,?,13.10
?,?,8.140,0,?,6.0960,96.90,3.7598,?,?,?,248.31,20.34,13.50
?,?,5.960,0,?,?,?,?,?,279.0,19.20,?,9.68,18.90
0.09744,0.00,?,0,0.4990,5.8410,61.40,?,?,?,?,?,?,20.00
?,0.00,?,0,0.4990,?,?,?,5,279.0,19.20,396.90,8.77,21.00
?,0.00,5.960,0,?,5.9660,?,?,?,?,19.20,393.43,10.13,24.70
?,?,2.950,?,?,?,?,?,3,252.0,?,?,?,30.80
0.03359,?,?,0,?,7.0240,?,5.4011,?,252.0,?,?,?,34.90
?,0.00,6.910,?,0.4480,6.7700,2.90,?,?,233.0,17.90,385.41,4.84,26.60
0.14150,?,6.910,0,0.4480,6.1690,?,?,?,?,17.90,?,5.81,25.30
?,0.00,6.910,0,?,6.2110,?,?,?,233.0,?,394.46,7.44,24.70
?,?,?,?,?,?,40.00,?,3,233.0,17.90,389.39,9.55,21.20
?,?,6.910,?,?,5.6820,33.80,?,?,233.0,17.90,?,10.21,19.30
0.18836,0.00,?,0,?,?,33.30,?,3,?,?,396.90,?,20.00
0.22927,0.00,?,0,0.4480,?,?,?,?,?,?,392.74,18.80,16.60
?,0.00,?,0,?,5.3990,?,5.8700,3,233.0,17.90,396.90,30.81,14.40
?,?,?,?,?,?,62.00,6.0877,?,?,?,396.90,?,19.40
0.08873,21.00,5.640,0,0.4390,?,45.70,6.8147,?,?,16.80,?,?,19.70
0.04337,21.00,5.640,?,?,?,?,6.8147,?,243.0,?,393.97,9.43,20.50
0.05360,?,?,?,?,?,?,6.8147,?,243.0,?,396.90,?,25.00
?,?,?,0,?,?,21.40,6.8147,4,243.0,?,396.90,8.43,23.40
0.01360,75.00,4.000,?,0.4100,?,47.60,?,3,?,21.10,396.90,?,18.90
0.01311,90.00,?,?,?,7.2490,?,?,5,?,?,?,?,35.40
?,85.00,?,0,0.4100,?,?,9.1876,?,?,17.30,?,?,24.70
?,100.00,?,0,?,6.8160,40.50,?,5,?,15.10,?,3.95,31.60
0.15445,25.00,?,0,?,?,29.20,?,8,284.0,?,?,6.86,23.30
0.10328,?,5.130,0,0.4530,?,47.20,?,8,284.0,?,?,9.22,19.60
0.14932,25.00,?,?,?,5.7410,66.20,7.2254,?,?,?,?,?,18.70
0.17171,25.00,?,?,0.4530,5.9660,93.40,6.8185,?,?,?,?,14.44,16.00
0.11027,25.00,5.130,?,?,?,67.80,?,?,284.0,19.70,396.90,6.73,22.20
0.12650,?,5.130,0,0.4530,6.7620,43.40,?,?,284.0,?,?,9.50,25.00
?,?,?,0,?,7.1040,?,9.2229,3,?,18.60,393.24,?,33.00
?,80.00,3.370,0,?,?,?,?,?,?,?,396.90,4.67,23.50
?,?,3.370,?,0.3980,?,?,6.6115,4,?,16.10,?,10.24,19.40
0.05789,12.50,6.070,0,0.4090,?,21.40,?,?,345.0,18.90,396.21,?,22.00
?,12.50,6.070,?,?,?,?,?,?,345.0,18.90,396.90,13.09,17.40
?,?,?,?,?,5.8850,?,6.4980,?,345.0,?,396.90,?,20.90
0.08826,0.00,?,0,?,?,?,?,4,?,19.20,383.73,6.72,24.20
?,0.00,10.810,?,0.4130,5.9610,17.50,?,4,?,19.20,?,9.88,21.70
?,?,10.810,0,?,?,?,5.2873,4,?,19.20,?,?,22.80
0.19539,?,?,0,?,?,?,5.2873,4,?,19.20,377.17,?,23.40
?,?,?,?,?,?,6.00,?,5,?,?,394.92,?,24.10
?,0.00,12.830,?,?,6.2860,?,4.5026,?,?,18.70,?,8.94,21.40
?,0.00,?,?,0.4370,?,74.50,?,5,398.0,18.70,373.66,?,20.00
?,0.00,?,0,0.4370,?,?,?,?,398.0,?,?,10.27,20.80
?,0.00,12.830,0,?,6.2320,53.70,5.0141,?,?,?,?,12.34,21.20
?,?,12.830,?,?,5.8740,?,?,?,?,18.70,?,9.10,20.30
?,?,?,0,?,6.7270,33.50,5.4007,?,?,?,?,?,28.00
?,?,?,?,0.4260,6.6190,70.40,?,?,281.0,?,395.63,?,23.90
0.03659,?,4.860,0,?,6.3020,?,5.4007,4,281.0,19.00,?,?,24.80
0.03551,?,?,0,0.4260,6.1670,46.70,5.4007,?,?,19.00,?,?,22.90
?,0.00,4.490,?,0.4490,?,48.00,4.7794,3,247.0,18.50,?,?,23.90
?,0.00,4.490,?,0.4490,6.6300,56.10,4.4377,?,?,18.50,392.30,6.53,26.60
?,?,4.490,0,0.4490,?,45.10,?,?,247.0,?,?,?,22.50
0.07151,0.00,?,0,?,?,56.80,3.7476,?,?,?,?,?,22.20
0.05660,0.00,3.410,?,0.4890,?,86.30,3.4217,2,270.0,?,?,5.50,23.60
?,0.00,3.410,0,?,7.0790,?,?,2,270.0,?,396.06,?,28.70
0.04684,?,?,0,?,?,66.10,3.0923,?,270.0,?,392.18,?,22.60
?,?,?,0,?,6.4050,73.90,?,?,?,?,393.55,?,22.00
0.04203,?,15.040,?,?,6.4420,53.60,?,?,270.0,18.20,?,?,22.90
0.02875,28.00,15.040,0,0.4640,?,?,3.6659,4,270.0,18.20,396.33,6.21,25.00
?,28.00,?,0,0.4640,?,77.30,?,4,?,18.20,?,10.59,20.60
?,0.00,?,?,0.4450,6.6250,57.80,3.4952,?,276.0,18.00,?,6.65,28.40
0.11504,?,?,?,?,6.1630,69.60,3.4952,2,?,18.00,391.83,11.34,21.40
