?,18.00,2.310,0,?,?,65.20,?,1,?,?,396.90,?,24.00
0.02731,?,7.070,0,0.4690,?,?,4.9671,2,242.0,17.80,396.90,?,21.60
?,0.00,7.070,0,0.4690,7.1850,61.10,4.9671,2,242.0,?,?,?,34.70
?,0.00,2.180,?,0.4580,6.9980,45.80,6.0622,?,?,?,?,2.94,33.40
?,0.00,2.180,?,0.4580,7.1470,54.20,6.0622,3,?,?,?,?,36.20
?,0.00,2.180,?,0.4580,?,58.70,6.0622,?,222.0,?,?,5.21,28.70
?,?,7.870,0,0.5240,?,66.60,?,5,311.0,15.20,395.60,12.43,22.90
?,?,7.870,0,?,6.1720,96.10,5.9505,5,?,?,396.90,?,27.10
?,12.50,7.870,0,?,5.6310,?,6.0821,5,?,15.20,386.63,?,16.50
?,12.50,?,0,?,?,?,6.5921,?,?,?,386.71,?,18.90
?,12.50,7.870,0,0.5240,6.3770,94.30,6.3467,?,?,15.20,392.52,20.45,15.00
0.11747,?,7.870,?,0.5240,?,82.90,?,5,311.0,?,?,13.27,18.90
0.09378,12.50,?,0,?,5.8890,?,5.4509,5,?,?,390.50,?,21.70
0.62976,0.00,8.140,?,0.5380,?,?,?,4,307.0,?,396.90,8.26,20.40
0.63796,0.00,8.140,?,0.5380,6.0960,84.50,?,4,307.0,?,380.02,?,18.20
?,0.00,8.140,0,0.5380,5.8340,?,4.4986,?,307.0,21.00,?,?,19.90
?,?,?,?,0.5380,?,29.30,4.4986,?,?,?,?,6.58,23.10
?,?,?,0,?,?,?,?,4,307.0,21.00,386.75,?,17.50
0.80271,?,8.140,?,0.5380,?,?,?,?,?,21.00,288.99,11.69,20.20
0.72580,0.00,?,0,?,?,?,?,4,?,21.00,?,11.28,18.20
?,?,8.140,0,0.5380,5.5700,98.10,3.7979,?,307.0,?,376.57,?,13.60
?,0.00,8.140,0,0.5380,?,?,4.0123,4,307.0,21.00,?,?,19.60
?,0.00,8.140,0,0.5380,6.1420,91.70,3.9769,4,307.0,?,396.90,18.72,15.20
?,0.00,8.140,?,?,5.8130,100.00,4.0952,?,?,?,?,19.88,14.50
0.75026,?,8.140,0,0.5380,5.9240,94.10,4.3996,4,?,?,?,?,15.60
?,0.00,?,0,0.5380,5.5990,85.70,4.4546,?,?,?,?,16.51,13.90
0.67191,0.00,?,0,?,?,?,?,4,307.0,21.00,?,?,16.60
?,0.00,8.140,?,?,?,88.80,4.4534,4,307.0,?,?,17.28,14.80
0.77299,0.00,?,0,?,?,94.40,4.4547,4,307.0,21.00,?,12.80,18.40
1.00245,?,8.140,?,0.5380,6.6740,?,4.2390,4,307.0,21.00,?,?,21.00
?,0.00,?,?,0.5380,5.7130,?,?,?,?,21.00,360.17,22.60,12.70
1.35472,?,?,0,0.5380,?,?,4.1750,?,?,?,?,13.04,14.50
1.38799,0.00,8.140,0,?,5.9500,?,3.9900,4,?,21.00,?,?,13.20
1.15172,0.00,?,?,0.5380,5.7010,?,?,4,307.0,?,358.77,?,13.10
1.61282,0.00,8.140,?,0.5380,?,96.90,3.7598,4,?,21.00,?,20.34,13.50
0.06417,?,5.960,?,?,5.9330,68.20,?,?,279.0,19.20,396.90,9.68,18.90
?,0.00,?,?,?,5.8410,61.40,3.3779,5,279.0,19.20,377.56,?,20.00
0.08014,0.00,?,0,0.4990,5.8500,?,3.9342,?,279.0,19.20,396.90,?,21.00
0.17505,?,5.960,0,0.4990,5.9660,30.20,3.8473,?,?,?,393.43,?,24.70
0.02763,75.00,?,0,0.4280,?,21.80,?,?,?,18.30,395.63,4.32,30.80
?,75.00,2.950,0,0.4280,?,15.80,?,3,252.0,18.30,395.62,?,34.90
?,0.00,6.910,?,0.4480,6.7700,2.90,?,?,?,17.90,385.41,?,26.60
?,?,?,0,?,?,6.60,5.7209,3,233.0,?,383.37,5.81,25.30
?,?,6.910,0,?,?,6.50,5.7209,3,233.0,?,394.46,7.44,24.70
?,0.00,6.910,?,0.4480,?,40.00,?,3,233.0,?,389.39,9.55,21.20
?,?,?,?,?,?,33.80,5.1004,3,233.0,17.90,396.90,?,19.30
0.18836,?,?,0,0.4480,5.7860,33.30,?,3,?,17.90,396.90,?,20.00
0.22927,?,?,0,?,?,85.50,?,?,?,17.90,392.74,18.80,16.60
?,?,6.910,0,?,5.3990,?,5.8700,?,233.0,17.90,?,30.81,14.40
?,?,?,?,0.4480,?,?,?,3,233.0,17.90,?,?,19.40
0.08873,21.00,5.640,0,0.4390,?,?,6.8147,?,243.0,?,395.56,13.45,19.70
