? State-gov 77516 Bachelors ? ? Adm-clerical Not-in-family ? Male 2174 0 40 United-States <=50K 
? Self-emp-not-inc 83311 Bachelors 13 Married-civ-spouse Exec-managerial Husband White Male 0 0 13 ? <=50K 
? ? 215646 HS-grad 9 ? Handlers-cleaners Not-in-family ? ? ? 0 40 ? <=50K 
53 Private 234721 11th 7 Married-civ-spouse Handlers-cleaners Husband Black Male 0 0 ? United-States <=50K 
28 Private 338409 Bachelors ? Married-civ-spouse Prof-specialty Wife Black Female 0 0 40 Cuba <=50K 
37 ? 284582 Masters 14 Married-civ-spouse Exec-managerial ? White ? 0 0 40 United-States <=50K 
49 Private 160187 9th 5 Married-spouse-absent ? Not-in-family Black Female 0 0 16 Jamaica <=50K 
52 Self-emp-not-inc 209642 HS-grad 9 ? Exec-managerial Husband White Male 0 ? 45 United-States >50K 
? Private ? Masters 14 Never-married Prof-specialty ? White Female 14084 0 50 United-States >50K 
? Private ? Bachelors 13 ? Exec-managerial Husband White Male ? 0 40 United-States >50K 
37 ? 280464 ? 10 Married-civ-spouse Exec-managerial Husband ? Male 0 0 80 ? >50K 
? State-gov ? Bachelors ? ? Prof-specialty Husband ? ? 0 ? 40 ? >50K 
? Private 122272 Bachelors 13 Never-married Adm-clerical Own-child ? Female 0 ? 30 ? <=50K 
32 Private 205019 Assoc-acdm 12 ? Sales Not-in-family Black ? 0 0 50 ? <=50K 
40 Private ? Assoc-voc ? ? Craft-repair Husband Asian-Pac-Islander Male 0 0 40 ? >50K 
? Private 245487 ? 4 Married-civ-spouse ? Husband Amer-Indian-Eskimo Male 0 0 45 Mexico <=50K 
? Self-emp-not-inc 176756 HS-grad 9 Never-married Farming-fishing ? White Male 0 0 ? United-States <=50K 
32 ? 186824 HS-grad 9 Never-married Machine-op-inspct Unmarried White Male ? 0 40 United-States <=50K 
38 ? 28887 11th ? Married-civ-spouse Sales ? White Male 0 0 50 United-States <=50K 
43 Self-emp-not-inc ? Masters 14 ? ? Unmarried ? Female 0 0 45 ? >50K 
40 ? ? ? ? Married-civ-spouse Prof-specialty Husband ? Male 0 0 ? ? >50K 
54 Private 302146 HS-grad 9 ? ? Unmarried Black Female ? ? 20 ? <=50K 
? Federal-gov 76845 9th 5 Married-civ-spouse Farming-fishing ? Black Male 0 ? 40 United-States <=50K 
? Private ? 11th 7 Married-civ-spouse ? ? White Male 0 ? 40 United-States <=50K 
59 Private 109015 HS-grad 9 Divorced Tech-support Unmarried White Female 0 ? 40 United-States <=50K 
56 ? 216851 ? 13 Married-civ-spouse ? Husband White Male 0 0 ? United-States >50K 
? Private 168294 HS-grad 9 Never-married Craft-repair ? White ? 0 ? 40 ? <=50K 
? ? 180211 Some-college 10 Married-civ-spouse ? Husband Asian-Pac-Islander ? 0 0 ? ? >50K 
39 Private ? HS-grad 9 Divorced ? Not-in-family White Male 0 0 ? United-States <=50K 
49 Private ? HS-grad 9 ? Craft-repair ? White Male 0 0 40 ? <=50K 
? Local-gov 190709 Assoc-acdm ? Never-married Protective-serv Not-in-family ? Male 0 0 52 United-States <=50K 
? Private ? Some-college 10 Never-married Sales Own-child Black Male 0 ? 44 ? <=50K 
45 Private 386940 Bachelors 13 Divorced Exec-managerial Own-child White Male 0 1408 40 United-States <=50K 
30 Federal-gov 59951 Some-college 10 Married-civ-spouse Adm-clerical ? White Male 0 0 ? ? <=50K 
? ? 311512 Some-college 10 Married-civ-spouse Other-service Husband Black Male ? 0 15 ? <=50K 
48 Private ? 11th 7 Never-married Machine-op-inspct ? White Male ? ? 40 Puerto-Rico <=50K 
21 Private 197200 Some-college 10 ? Machine-op-inspct Own-child ? Male 0 0 40 United-States <=50K 
19 Private 544091 ? 9 ? Adm-clerical Wife White Female 0 0 ? ? <=50K 
31 Private 84154 ? 10 Married-civ-spouse Sales ? White Male 0 0 ? ? >50K 
? Self-emp-not-inc ? Assoc-acdm ? Married-civ-spouse Prof-specialty ? White Male ? ? 40 United-States <=50K 
31 Private 507875 9th 5 Married-civ-spouse Machine-op-inspct ? White Male 0 0 ? ? <=50K 
53 ? 88506 Bachelors ? Married-civ-spouse ? ? ? Male ? ? 40 ? <=50K 
24 Private 172987 Bachelors 13 Married-civ-spouse Tech-support Husband White Male ? 0 ? United-States <=50K 
? ? ? HS-grad 9 Separated Adm-clerical ? White Female 0 ? 40 United-States <=50K 
25 Private ? HS-grad 9 Never-married ? Not-in-family White Male 0 0 35 ? <=50K 
57 Federal-gov ? Bachelors 13 Married-civ-spouse Prof-specialty Husband Black Male 0 ? 40 ? >50K 
53 Private ? HS-grad 9 Married-civ-spouse Machine-op-inspct Husband White Male 0 0 38 ? <=50K 
? Private ? Masters ? Divorced Exec-managerial Unmarried White Female 0 0 40 United-States <=50K 
41 State-gov 101603 ? 11 Married-civ-spouse Craft-repair ? ? Male 0 0 40 United-States <=50K 
29 Private ? Assoc-voc 11 Never-married ? Not-in-family White Male 0 ? 43 United-States <=50K 
25 Private 32275 Some-college 10 ? Exec-managerial Wife ? Female 0 0 40 United-States <=50K 
18 ? ? HS-grad 9 Never-married Other-service ? White ? 0 ? 30 ? <=50K 
47 Private 51835 Prof-school ? ? Prof-specialty Wife White ? 0 1902 60 Honduras >50K 
? Federal-gov ? Bachelors 13 Divorced ? Not-in-family ? Male 0 0 55 United-States >50K 
47 Self-emp-inc 109832 HS-grad 9 ? Exec-managerial Not-in-family White Male 0 0 60 United-States <=50K 
43 Private 237993 ? ? Married-civ-spouse ? Husband ? Male 0 0 40 United-States >50K 
46 Private 216666 5th-6th 3 ? ? Husband White Male 0 0 40 Mexico <=50K 
35 Private 56352 Assoc-voc 11 Married-civ-spouse ? Husband White ? 0 0 40 ? <=50K 
41 Private 147372 HS-grad 9 Married-civ-spouse Adm-clerical ? White ? 0 0 48 United-States <=50K 
30 Private 188146 HS-grad ? ? Machine-op-inspct Husband White Male ? 0 40 United-States <=50K 
30 Private 59496 Bachelors 13 ? Sales Husband White Male 2407 0 40 United-States <=50K 
? ? 293936 7th-8th 4 Married-spouse-absent ? Not-in-family White Male ? 0 40 ? <=50K 
48 Private 149640 HS-grad 9 Married-civ-spouse Transport-moving Husband White Male 0 0 40 ? <=50K 
42 Private 116632 Doctorate 16 Married-civ-spouse Prof-specialty Husband White Male 0 0 45 United-States >50K 
29 Private 105598 Some-college 10 Divorced Tech-support Not-in-family White Male 0 ? ? United-States <=50K 
? Private 155537 HS-grad 9 Married-civ-spouse ? Husband White Male 0 0 ? ? <=50K 
28 Private 183175 ? 10 ? Adm-clerical Not-in-family White Female 0 0 ? United-States <=50K 
53 Private 169846 HS-grad 9 Married-civ-spouse Adm-clerical ? White Female 0 0 40 United-States >50K 
49 Self-emp-inc 191681 Some-college 10 Married-civ-spouse Exec-managerial Husband White Male 0 0 50 United-States >50K 
25 ? ? ? 10 ? ? Own-child ? Male ? 0 40 United-States <=50K 
? Private 101509 Some-college 10 Never-married Prof-specialty Own-child White Male 0 0 32 United-States <=50K 
31 ? 309974 Bachelors 13 Separated ? ? Black Female 0 0 40 United-States <=50K 
29 ? 162298 Bachelors 13 Married-civ-spouse ? Husband White Male 0 0 70 United-States >50K 
23 Private 211678 Some-college 10 ? Machine-op-inspct Not-in-family White Male ? 0 40 United-States <=50K 
? ? 124744 Some-college ? Married-civ-spouse Prof-specialty Other-relative White Male 0 0 20 United-States <=50K 
27 Private 213921 ? 9 Never-married ? Own-child White Male 0 ? 40 Mexico <=50K 
40 Private 32214 Assoc-acdm 12 Married-civ-spouse ? Husband White ? 0 0 40 United-States <=50K 
67 ? ? ? 6 Married-civ-spouse ? Husband White Male 0 ? ? United-States <=50K 
18 Private 309634 11th 7 Never-married Other-service Own-child White Female 0 0 22 United-States <=50K 
31 Local-gov 125927 7th-8th ? Married-civ-spouse Farming-fishing Husband ? Male 0 0 40 United-States <=50K 
18 Private 446839 HS-grad 9 Never-married Sales Not-in-family White Male 0 0 ? United-States <=50K 
52 Private ? Bachelors ? Married-civ-spouse ? Husband White Male ? 0 40 ? <=50K 
46 ? ? HS-grad 9 Married-civ-spouse ? Wife ? Female 0 0 40 United-States <=50K 
59 Private 159937 HS-grad 9 Married-civ-spouse Sales ? ? Male 0 0 48 ? <=50K 
44 ? 343591 ? 9 Divorced Craft-repair ? White Female 14344 0 40 ? >50K 
53 Private 346253 HS-grad 9 ? Sales Own-child White Female 0 0 35 ? <=50K 
? Local-gov 268234 HS-grad ? Married-civ-spouse ? Husband ? Male 0 0 40 United-States >50K 
33 Private 202051 ? 14 Married-civ-spouse Prof-specialty Husband White ? 0 0 50 ? <=50K 
30 Private ? 9th 5 ? Sales ? White Male 0 ? 40 United-States <=50K 
43 ? ? Doctorate ? Never-married ? Not-in-family White Female 0 0 50 United-States >50K 
57 ? 249977 Assoc-voc ? Married-civ-spouse Prof-specialty Husband White Male 0 0 40 ? <=50K 
? ? 286730 Some-college 10 Divorced Craft-repair ? White Female 0 0 40 United-States <=50K 
28 ? ? Some-college 10 Divorced Machine-op-inspct Unmarried ? Female 0 0 25 United-States <=50K 
30 ? 117747 HS-grad 9 Married-civ-spouse Sales Wife ? Female 0 1573 35 ? <=50K 
? ? 226296 Bachelors 13 Married-civ-spouse Protective-serv Husband White ? 0 0 40 ? >50K 
29 Local-gov 115585 ? 10 Never-married Handlers-cleaners Not-in-family ? ? ? 0 50 ? <=50K 
48 ? ? Doctorate 16 Married-civ-spouse Prof-specialty ? ? Male 0 ? 60 United-States >50K 
37 ? 202683 Some-college 10 ? Sales ? White Male 0 0 ? United-States >50K 
48 Private 171095 Assoc-acdm ? Divorced Exec-managerial Unmarried White Female 0 0 ? England <=50K 
32 Federal-gov 249409 HS-grad 9 Never-married Other-service Own-child ? Male 0 0 40 United-States <=50K 
76 Private ? Masters 14 Married-civ-spouse Exec-managerial Husband White Male ? 0 40 United-States >50K 
44 Private 198282 Bachelors 13 Married-civ-spouse Exec-managerial Husband White Male 15024 0 60 United-States >50K 
47 ? 149116 ? ? Never-married Prof-specialty Not-in-family ? Female 0 0 50 United-States <=50K 
20 Private 188300 Some-college 10 Never-married Tech-support Own-child White Female ? 0 40 United-States <=50K 
? Private 103432 HS-grad ? Never-married ? Not-in-family White Male 0 0 40 United-States <=50K 
32 Self-emp-inc 317660 HS-grad 9 Married-civ-spouse Craft-repair Husband White ? ? 0 40 United-States >50K 
17 ? 304873 10th ? Never-married ? Own-child White Female 34095 0 32 United-States <=50K 
30 Private 194901 ? 7 ? Handlers-cleaners Own-child White Male ? 0 40 United-States <=50K 
31 ? ? ? ? Never-married Adm-clerical ? ? Female 0 0 ? United-States <=50K 
42 ? 124692 ? 9 ? Handlers-cleaners Husband White Male 0 0 40 United-States <=50K 
24 Private 432376 Bachelors 13 Never-married ? ? ? Male 0 0 40 ? <=50K 
38 Private 65324 Prof-school 15 Married-civ-spouse ? ? White Male ? ? ? United-States >50K 
56 Self-emp-not-inc 335605 ? 9 Married-civ-spouse ? ? White ? ? 1887 50 ? >50K 
28 Private 377869 Some-college 10 Married-civ-spouse Sales Wife ? Female 4064 0 25 ? <=50K 
36 Private 102864 ? 9 Never-married ? Own-child White Female 0 0 40 United-States <=50K 
53 Private 95647 9th 5 Married-civ-spouse Handlers-cleaners Husband ? Male 0 0 50 United-States <=50K 
? Self-emp-inc 303090 Some-college 10 Married-civ-spouse Sales Husband ? Male 0 0 50 United-States <=50K 
? Local-gov 197371 Assoc-voc 11 Married-civ-spouse ? Husband ? Male 0 0 40 ? >50K 
55 Private 247552 Some-college 10 Married-civ-spouse Sales ? White Male 0 0 56 ? <=50K 
22 Private 102632 HS-grad 9 Never-married ? Not-in-family White ? 0 0 ? United-States <=50K 
? Private 199915 Some-college ? Never-married ? Own-child White Female 0 0 40 United-States <=50K 
? Private ? Bachelors ? Married-civ-spouse Exec-managerial Husband ? Male 0 0 ? United-States <=50K 
30 Private ? Bachelors 13 ? Exec-managerial ? Black Male 0 0 40 Germany <=50K 
29 ? 267989 Bachelors ? Married-civ-spouse Prof-specialty Husband White Male ? 0 50 United-States >50K 
19 Private 301606 ? ? Never-married Other-service ? Black Male 0 0 35 ? <=50K 
47 Private 287828 Bachelors ? Married-civ-spouse Exec-managerial Wife White Female 0 ? ? ? >50K 
? ? 111697 Some-college 10 Never-married ? Own-child ? Female ? 1719 28 United-States <=50K 
31 ? 114937 Assoc-acdm 12 Married-civ-spouse Adm-clerical Husband ? Male 0 0 40 United-States >50K 
35 ? 129305 HS-grad 9 Married-civ-spouse ? Husband White Male 0 ? ? United-States <=50K 
? Private 365739 Some-college ? ? Craft-repair Not-in-family White Male 0 0 40 United-States <=50K 
? Private 69621 Assoc-acdm 12 ? Sales Not-in-family White Female ? ? 60 United-States <=50K 
24 Private ? ? ? ? ? Not-in-family ? Female ? ? 40 United-States <=50K 
? ? 120985 HS-grad 9 Married-civ-spouse Craft-repair Husband White Male 4386 0 35 United-States <=50K 
37 Private ? Bachelors 13 Married-civ-spouse Sales Husband White ? 0 0 50 United-States <=50K 
46 Private 146195 Assoc-acdm 12 Divorced ? Not-in-family Black Female 0 0 36 United-States <=50K 
38 Federal-gov 125933 Masters 14 Married-civ-spouse Prof-specialty Husband White Male 0 0 40 ? >50K 
43 Self-emp-not-inc 56920 ? 9 Married-civ-spouse Craft-repair Husband ? Male 0 0 60 ? <=50K 
? Private 163127 Assoc-voc 11 ? Adm-clerical Wife ? Female ? 0 ? United-States <=50K 
20 Private 34310 Some-college 10 Never-married Sales Own-child White Male 0 0 20 ? <=50K 
49 Private ? ? 10 Married-civ-spouse Craft-repair ? Asian-Pac-Islander Male ? 0 40 United-States >50K 
? Self-emp-inc 66614 HS-grad 9 ? Craft-repair ? ? Male ? 0 40 United-States <=50K 
27 Private ? Some-college 10 Never-married Sales Own-child White Female 0 0 40 United-States <=50K 
? ? 316868 Some-college 10 Never-married Other-service ? White ? 0 0 30 Mexico <=50K 
? ? ? Assoc-voc 11 Never-married Prof-specialty Not-in-family White Female ? ? 40 United-States >50K 
? Private ? Some-college ? Never-married ? Other-relative ? Male 0 0 40 United-States <=50K 
31 Private 185814 HS-grad 9 Never-married Transport-moving Unmarried Black ? 0 ? 30 United-States <=50K 
22 ? 175374 ? 10 Married-civ-spouse Other-service Husband White Male 0 ? 24 ? <=50K 
36 Private 108293 HS-grad 9 Widowed ? Unmarried White Female 0 0 ? United-States <=50K 
64 Private 181232 11th ? Married-civ-spouse Craft-repair Husband White Male 0 2179 40 ? <=50K 
43 ? 174662 Some-college 10 Divorced ? Not-in-family White Female 0 0 ? United-States <=50K 
47 ? 186009 Some-college 10 Divorced ? Unmarried White Female 0 ? 38 Mexico <=50K 
34 Private 198183 HS-grad ? Never-married Adm-clerical Not-in-family ? Female 0 ? 40 United-States <=50K 
33 Private 163003 Bachelors 13 Never-married Exec-managerial ? Asian-Pac-Islander Female ? 0 40 Philippines <=50K 
? Private ? HS-grad 9 Never-married ? Own-child White Male ? ? 35 United-States <=50K 
52 ? 252903 HS-grad 9 Divorced ? Not-in-family White ? 0 0 45 United-States >50K 
48 Private 187715 HS-grad 9 Married-civ-spouse Craft-repair Husband White Male ? 0 46 United-States <=50K 
? Private 214542 Bachelors 13 Never-married Handlers-cleaners Not-in-family ? ? 0 0 40 United-States <=50K 
71 Self-emp-not-inc 494223 Some-college 10 Separated Sales Unmarried Black Male 0 ? 2 United-States <=50K 
? Private 191535 HS-grad ? Divorced Craft-repair ? White Male ? 0 60 United-States <=50K 
42 Private 228456 Bachelors 13 Separated Other-service Other-relative Black Male 0 0 ? United-States <=50K 
68 ? 38317 1st-4th 2 Divorced ? Not-in-family White Female 0 0 20 United-States <=50K 
25 Private 252752 HS-grad 9 Never-married Other-service ? White Female ? 0 40 United-States <=50K 
44 Self-emp-inc 78374 Masters 14 Divorced Exec-managerial Unmarried ? ? 0 0 40 United-States <=50K 
28 Private 88419 HS-grad ? Never-married ? ? Asian-Pac-Islander Female 0 0 ? England <=50K 
45 Self-emp-not-inc 201080 Masters 14 Married-civ-spouse Sales Husband White Male ? 0 40 ? >50K 
36 Private 207157 Some-college 10 Divorced Other-service ? White Female 0 0 40 ? <=50K 
39 Federal-gov 235485 Assoc-acdm 12 Never-married Exec-managerial Not-in-family White Male 0 0 42 ? <=50K 
46 State-gov ? Masters 14 Widowed Protective-serv Unmarried White Male ? 0 40 United-States <=50K 
18 Private 25828 11th 7 Never-married Handlers-cleaners ? White ? 0 ? 16 United-States <=50K 
66 Local-gov 54826 Assoc-voc ? ? Prof-specialty ? ? Female 0 0 20 United-States <=50K 
27 ? 124953 ? 9 ? Other-service Not-in-family White ? 0 1980 40 United-States <=50K 
28 State-gov 175325 HS-grad ? Married-civ-spouse Protective-serv Husband White Male 0 0 ? United-States <=50K 
51 Private 96062 Some-college 10 Married-civ-spouse Sales Husband ? ? 0 1977 40 United-States >50K 
? ? 428030 Bachelors ? Never-married Craft-repair Not-in-family White Male ? ? 50 United-States <=50K 
28 State-gov 149624 Bachelors 13 Married-civ-spouse Prof-specialty Husband White ? 0 0 40 United-States >50K 
27 ? 253814 ? 9 ? Sales Unmarried White Female 0 0 25 United-States <=50K 
21 ? 312956 HS-grad 9 ? ? Own-child Black Male ? ? 40 United-States <=50K 
? Private 483777 ? 9 ? Handlers-cleaners Not-in-family ? ? ? ? 40 United-States <=50K 
18 Private 183930 HS-grad ? Never-married Other-service Own-child White Male 0 ? ? United-States <=50K 
33 Private ? Bachelors 13 Married-civ-spouse Prof-specialty Husband ? Male 0 0 65 United-States <=50K 
? Local-gov 181344 Some-college 10 ? ? Husband ? Male ? 0 38 United-States >50K 
43 Private ? Some-college 10 Divorced Adm-clerical Not-in-family White Female 0 0 40 United-States <=50K 
30 Private 633742 Some-college 10 ? Craft-repair ? ? Male 0 ? ? United-States <=50K 
40 Private 286370 7th-8th 4 Married-civ-spouse Machine-op-inspct Husband White Male ? 0 40 Mexico >50K 
37 Federal-gov 29054 Some-college ? Married-civ-spouse ? Husband White Male 0 0 42 ? >50K 
34 Private 304030 HS-grad 9 Married-civ-spouse Adm-clerical ? Black ? 0 0 40 United-States <=50K 
41 Self-emp-not-inc 143129 Bachelors 13 Divorced Exec-managerial Not-in-family White Female 0 0 40 United-States <=50K 
53 ? 135105 Bachelors 13 Divorced ? Not-in-family White ? 0 ? ? United-States <=50K 
31 Private 99928 Masters 14 ? Prof-specialty Wife White Female ? 0 ? United-States <=50K 
58 State-gov 109567 Doctorate 16 ? Prof-specialty Husband White Male ? 0 1 United-States >50K 
38 Private ? ? 10 Divorced Machine-op-inspct Not-in-family Black Female 0 0 28 United-States <=50K 
24 Private ? ? 10 Married-civ-spouse ? Husband White Male ? ? ? United-States <=50K 
41 Local-gov ? ? 13 Married-civ-spouse Craft-repair Husband Black ? ? 0 40 United-States <=50K 
47 Private 120939 Some-college 10 Married-civ-spouse Tech-support ? White Male 0 0 45 United-States <=50K 
41 ? 130760 Bachelors 13 Married-civ-spouse Tech-support Husband White ? 0 0 24 United-States <=50K 
23 Private 197387 5th-6th 3 Married-civ-spouse Transport-moving ? White Male 0 ? 40 Mexico <=50K 
? ? 99374 Some-college 10 Divorced ? Not-in-family White Male 0 0 40 ? <=50K 
40 Federal-gov 56795 Masters 14 ? Exec-managerial Not-in-family White Female 14084 0 55 ? >50K 
35 Private ? Masters 14 Married-civ-spouse Prof-specialty Other-relative White ? 7298 0 40 ? >50K 
24 Self-emp-not-inc ? HS-grad 9 Never-married Sales Not-in-family White Male 0 0 40 United-States <=50K 
26 Private 397317 Masters 14 ? Prof-specialty ? White Female 0 1876 40 United-States <=50K 
19 ? 170653 ? 9 Never-married ? Own-child White Male 0 0 ? Italy <=50K 
51 Private 259323 Bachelors 13 ? Exec-managerial ? White Male 0 0 50 ? >50K 
42 Local-gov 254817 ? 10 Never-married Prof-specialty Not-in-family White Female 0 1340 ? United-States <=50K 
37 State-gov ? HS-grad ? Divorced Adm-clerical ? White ? 0 0 ? United-States <=50K 
18 Private 140164 11th 7 ? Sales Own-child White ? ? 0 40 United-States <=50K 
36 ? ? Bachelors 13 ? Other-service ? Black Male 7298 0 36 United-States >50K 
35 Private 36270 HS-grad ? Divorced Craft-repair ? White Male 0 0 60 United-States <=50K 
? Self-emp-inc 210563 HS-grad 9 ? ? Wife White ? 15024 0 ? United-States >50K 
17 Private 65368 11th 7 Never-married Sales Own-child White Female ? 0 ? ? <=50K 
? Local-gov 160943 HS-grad 9 Married-civ-spouse Transport-moving Husband Black Male ? 0 40 United-States <=50K 
37 Private ? HS-grad 9 Married-civ-spouse Craft-repair Husband White Male 0 0 40 United-States >50K 
35 Private ? Some-college ? Never-married Sales ? ? Female 0 0 40 ? <=50K 
60 Private 85815 HS-grad 9 Married-civ-spouse Craft-repair Husband Asian-Pac-Islander Male 0 0 40 United-States <=50K 
54 Self-emp-inc 125417 7th-8th 4 Married-civ-spouse Machine-op-inspct Husband White Male 0 0 40 ? >50K 
37 Private 635913 Bachelors ? ? Exec-managerial Not-in-family ? Male 0 0 60 United-States >50K 
? Private 313321 Assoc-acdm 12 Divorced Sales Not-in-family ? Female 0 ? 40 ? <=50K 
? Private ? Bachelors 13 Married-civ-spouse Sales Husband White Male 0 ? ? Poland <=50K 
45 Private 109434 Bachelors 13 ? Prof-specialty Husband White ? ? 0 55 United-States <=50K 
25 Private 255004 10th 6 Never-married Craft-repair ? ? ? 0 ? 40 United-States <=50K 
31 ? 197860 Some-college ? ? Handlers-cleaners Husband ? Male 0 0 40 United-States <=50K 
64 ? 187656 ? 2 Divorced ? Not-in-family ? Male 0 0 40 United-States <=50K 
? Private 51744 HS-grad ? Never-married ? Not-in-family Black ? 0 2206 40 ? <=50K 
54 Private ? HS-grad 9 Married-civ-spouse Adm-clerical Husband Black Male 0 0 ? United-States <=50K 
53 Local-gov 140359 Preschool 1 Never-married Machine-op-inspct Not-in-family White Female 0 0 ? United-States <=50K 
18 ? ? HS-grad 9 Never-married ? Own-child ? Female 0 0 ? United-States <=50K 
60 ? 24215 10th 6 ? ? Not-in-family Amer-Indian-Eskimo Female 0 0 ? ? <=50K 
66 ? ? HS-grad 9 Married-civ-spouse Farming-fishing ? White ? ? 0 50 United-States <=50K 
75 ? 314209 ? 11 ? Adm-clerical Not-in-family White Female 0 0 20 Columbia <=50K 
65 Private 176796 ? 9 Divorced Adm-clerical Not-in-family White Female ? ? 40 United-States <=50K 
35 ? 538583 11th ? ? Transport-moving Not-in-family Black Male 3674 0 40 United-States <=50K 
41 Private 130408 HS-grad 9 Divorced Sales Unmarried Black Female ? 0 38 United-States <=50K 
25 Private ? ? 10 Never-married Adm-clerical Not-in-family White Male 0 0 42 ? <=50K 
? Private ? Some-college 10 Divorced ? Other-relative Other Female 0 0 ? United-States <=50K 
28 Private 76714 Prof-school 15 Never-married Prof-specialty Not-in-family White Male 0 0 55 United-States >50K 
59 ? 268700 ? ? Married-civ-spouse Other-service Husband White Male 0 ? ? United-States <=50K 
40 State-gov 170525 ? 10 Never-married Adm-clerical Not-in-family White Female 0 0 38 United-States <=50K 
41 Private 180138 ? 13 Married-civ-spouse ? Husband White Male 0 0 50 Iran >50K 
38 Local-gov 115076 Masters 14 Married-civ-spouse Exec-managerial Husband White Male 0 0 70 United-States >50K 
23 Private ? HS-grad 9 Never-married ? Own-child ? Male 0 0 40 United-States <=50K 
40 Private 347890 Bachelors ? ? Prof-specialty Husband White Male 0 0 40 United-States >50K 
? Self-emp-not-inc 196001 HS-grad 9 Married-civ-spouse Other-service Wife White Female 0 0 20 United-States <=50K 
24 State-gov 273905 Assoc-acdm ? Married-civ-spouse Protective-serv Husband White Male 0 0 50 ? <=50K 
20 ? 119156 ? 10 Never-married ? Own-child White Male ? ? 20 United-States <=50K 
38 Private 179488 Some-college 10 Divorced Craft-repair Not-in-family ? Male ? 1741 40 United-States <=50K 
56 Private 203580 HS-grad 9 ? Adm-clerical Husband White ? 0 ? 35 ? <=50K 
58 Private 236596 HS-grad 9 Married-civ-spouse ? Husband White Male 0 ? 45 United-States >50K 
32 Private 183916 HS-grad 9 ? Other-service Not-in-family White Female 0 0 34 United-States <=50K 
40 ? 207578 Assoc-acdm ? Married-civ-spouse ? Husband White Male 0 1977 ? United-States >50K 
45 Private 153141 ? 9 ? Adm-clerical ? White Male 0 0 ? ? <=50K 
41 Private ? Prof-school 15 Married-civ-spouse ? Wife ? Female ? ? 40 United-States >50K 
