39 State-gov 77516 ? 13 ? ? Not-in-family White Male ? 0 40 United-States <=50K 
? Self-emp-not-inc ? Bachelors 13 ? Exec-managerial ? White Male 0 0 13 ? <=50K 
? ? ? ? ? Divorced ? Not-in-family ? ? 0 ? 40 ? <=50K 
? Private ? 11th ? Married-civ-spouse ? Husband ? ? 0 0 40 United-States <=50K 
? ? 338409 ? ? Married-civ-spouse Prof-specialty ? ? ? 0 0 ? ? <=50K 
37 Private ? ? 14 Married-civ-spouse Exec-managerial Wife ? ? 0 0 40 ? <=50K 
49 Private 160187 9th 5 ? Other-service ? Black Female 0 ? ? ? <=50K 
? ? 209642 ? 9 Married-civ-spouse Exec-managerial Husband ? ? ? 0 ? United-States >50K 
31 ? ? Masters ? ? ? Not-in-family ? ? ? 0 50 United-States >50K 
? ? 159449 Bachelors 13 ? ? ? White ? ? 0 40 United-States >50K 
37 Private 280464 ? ? Married-civ-spouse ? Husband Black ? 0 ? 80 United-States >50K 
30 ? 141297 Bachelors 13 Married-civ-spouse Prof-specialty Husband ? Male ? 0 ? India >50K 
23 Private ? Bachelors 13 ? ? Own-child White ? ? ? 30 United-States <=50K 
32 Private ? ? ? Never-married ? ? ? ? ? ? 50 United-States <=50K 
? Private 121772 Assoc-voc 11 Married-civ-spouse Craft-repair Husband Asian-Pac-Islander ? 0 0 ? ? >50K 
34 ? 245487 ? 4 Married-civ-spouse Transport-moving Husband ? ? ? 0 45 Mexico <=50K 
25 Self-emp-not-inc 176756 HS-grad ? ? Farming-fishing ? White ? 0 ? 35 ? <=50K 
? ? 186824 HS-grad 9 Never-married ? ? ? Male 0 0 ? ? <=50K 
? Private 28887 11th 7 Married-civ-spouse Sales ? White Male ? 0 ? ? <=50K 
43 ? 292175 Masters ? Divorced Exec-managerial Unmarried White Female 0 0 ? ? >50K 
? Private ? ? 16 Married-civ-spouse Prof-specialty Husband White Male 0 0 60 ? >50K 
54 ? 302146 ? 9 ? Other-service ? ? Female ? ? ? United-States <=50K 
? Federal-gov 76845 ? ? ? ? Husband ? Male 0 ? ? United-States <=50K 
43 Private ? 11th 7 ? Transport-moving Husband ? Male 0 ? ? ? <=50K 
59 ? 109015 HS-grad 9 ? Tech-support Unmarried White ? ? 0 40 United-States <=50K 
56 ? 216851 Bachelors 13 Married-civ-spouse Tech-support Husband White Male 0 ? ? United-States >50K 
19 Private 168294 ? ? ? ? ? ? Male 0 0 40 ? <=50K 
? ? ? ? 10 ? ? ? Asian-Pac-Islander Male ? 0 ? ? >50K 
? ? 367260 HS-grad ? ? Exec-managerial Not-in-family ? ? ? ? ? ? <=50K 
49 Private ? HS-grad 9 ? ? Husband ? ? ? 0 40 ? <=50K 
? Local-gov ? ? 12 ? ? ? White Male 0 0 ? ? <=50K 
20 ? 266015 Some-college 10 Never-married ? Own-child ? ? ? ? 44 United-States <=50K 
45 Private ? ? 13 ? ? ? ? Male ? 1408 ? ? <=50K 
30 Federal-gov ? ? 10 ? Adm-clerical Own-child White ? 0 ? 40 United-States <=50K 
22 ? ? Some-college 10 ? ? ? ? ? 0 ? 15 United-States <=50K 
48 ? 242406 11th 7 ? Machine-op-inspct Unmarried White ? ? 0 40 ? <=50K 
? Private ? Some-college 10 Never-married Machine-op-inspct ? White ? ? 0 ? United-States <=50K 
? ? 544091 ? 9 Married-AF-spouse Adm-clerical ? ? Female ? ? 25 United-States <=50K 
31 ? 84154 ? 10 Married-civ-spouse ? Husband White ? ? ? 38 ? >50K 
? Self-emp-not-inc 265477 ? 12 Married-civ-spouse Prof-specialty Husband White Male 0 0 40 ? <=50K 
31 Private 507875 9th 5 Married-civ-spouse Machine-op-inspct Husband ? ? 0 ? ? ? <=50K 
53 ? ? Bachelors ? Married-civ-spouse ? ? White Male 0 0 40 ? <=50K 
? ? ? ? 13 Married-civ-spouse ? Husband White ? 0 0 50 ? <=50K 
49 ? 94638 ? 9 ? Adm-clerical Unmarried White Female ? 0 ? ? <=50K 
? Private 289980 ? ? Never-married ? ? ? Male ? 0 35 United-States <=50K 
? ? 337895 ? ? Married-civ-spouse Prof-specialty ? ? ? ? 0 40 United-States >50K 
? Private 144361 HS-grad 9 Married-civ-spouse Machine-op-inspct ? White ? ? ? ? United-States <=50K 
44 Private 128354 Masters ? Divorced ? Unmarried White Female 0 0 ? United-States <=50K 
? ? ? Assoc-voc 11 Married-civ-spouse ? Husband ? Male 0 ? ? ? <=50K 
? Private 271466 Assoc-voc 11 Never-married Prof-specialty ? ? ? ? ? ? United-States <=50K 
? Private ? ? ? ? ? ? Other ? 0 ? 40 United-States <=50K 
18 Private ? HS-grad ? Never-married ? Own-child ? Female 0 0 ? ? <=50K 
? Private ? Prof-school ? ? Prof-specialty ? White ? ? ? ? ? >50K 
? Federal-gov ? ? 13 ? ? Not-in-family White ? 0 0 55 United-States >50K 
? ? ? HS-grad ? Divorced Exec-managerial Not-in-family White Male ? 0 ? United-States <=50K 
? Private ? ? 10 Married-civ-spouse Tech-support Husband ? Male 0 ? 40 ? >50K 
46 ? 216666 ? 3 Married-civ-spouse Machine-op-inspct ? ? ? ? ? ? Mexico <=50K 
35 ? 56352 Assoc-voc ? Married-civ-spouse Other-service Husband White Male 0 0 ? Puerto-Rico <=50K 
? ? ? ? 9 Married-civ-spouse Adm-clerical ? White Male ? 0 ? ? <=50K 
30 Private 188146 HS-grad ? Married-civ-spouse ? Husband White ? ? ? 40 United-States <=50K 
30 ? 59496 Bachelors ? Married-civ-spouse ? Husband ? ? 2407 ? 40 United-States <=50K 
32 ? 293936 7th-8th ? ? ? Not-in-family White Male 0 ? 40 ? <=50K 
? Private ? HS-grad 9 Married-civ-spouse Transport-moving Husband ? ? 0 ? ? United-States <=50K 
? Private 116632 ? 16 ? ? ? ? Male 0 ? ? ? >50K 
29 Private 105598 Some-college ? Divorced Tech-support ? White ? ? ? 58 ? <=50K 
36 ? 155537 HS-grad ? Married-civ-spouse Craft-repair Husband ? Male 0 0 ? United-States <=50K 
? ? ? Some-college 10 Divorced Adm-clerical Not-in-family White ? ? 0 ? ? <=50K 
? Private ? HS-grad ? ? ? ? ? ? 0 0 40 United-States >50K 
? Self-emp-inc ? Some-college ? Married-civ-spouse Exec-managerial ? White Male 0 0 ? United-States >50K 
25 ? 200681 ? 10 ? ? Own-child ? Male 0 0 40 ? <=50K 
19 ? 101509 Some-college 10 ? Prof-specialty Own-child ? ? 0 ? ? United-States <=50K 
? Private 309974 Bachelors 13 ? ? ? Black ? ? 0 40 United-States <=50K 
29 ? 162298 Bachelors 13 Married-civ-spouse Sales Husband White ? ? 0 70 ? >50K 
23 Private 211678 ? 10 ? ? Not-in-family White ? 0 0 40 United-States <=50K 
79 Private 124744 Some-college 10 Married-civ-spouse Prof-specialty Other-relative ? ? 0 ? ? United-States <=50K 
27 ? 213921 ? ? Never-married Other-service ? ? ? 0 ? ? Mexico <=50K 
? ? ? ? ? ? Adm-clerical ? ? ? ? 0 ? ? <=50K 
? ? 212759 10th 6 ? ? ? White ? 0 ? 2 United-States <=50K 
? ? ? 11th 7 Never-married Other-service Own-child ? ? ? 0 22 United-States <=50K 
? ? ? 7th-8th ? Married-civ-spouse ? ? ? Male 0 ? ? ? <=50K 
? Private ? HS-grad ? ? Sales Not-in-family White ? 0 ? ? United-States <=50K 
52 Private 276515 Bachelors 13 ? ? ? White Male 0 ? 40 ? <=50K 
? Private ? ? 9 Married-civ-spouse Other-service Wife White Female ? ? ? ? <=50K 
? ? 159937 ? ? ? ? Husband White Male 0 0 ? ? <=50K 
44 ? ? HS-grad ? Divorced Craft-repair ? ? Female ? ? ? ? >50K 
